,Sub_ID,Stim,BlockType,Alpha,Theta,Rho,neg_ll,BIC
259,leal92,16,nonsocial,0.11215657739448338,50.0,1.0,1.6989092659216842,10.85253848120737
260,leal92,65,social,0.04650075440114588,50.0,0.0,6.920119153058092,21.294958255480186
261,leal92,29,social,0.15835534252429734,50.0,0.40433162909401993,4.431952968283832,16.318625885931667
262,leal92,41,social,0.0,1.0,0.0,8.317766166719343,24.090252282802687
263,leal92,75,social,0.19126451009932377,50.0,0.2979415996041476,4.954634207749443,17.363988364862887
264,leas96,32,social,0.8366124777187091,50.0,0.009626764070174215,6.872459643505856,21.199639236375713
265,leas96,86,social,0.7425113123102391,1.111841276203403,1.0,7.414374952332726,22.283469854029455
266,leas96,76,social,0.9083518576036207,50.0,0.0,7.148846766086503,21.75241348153701
267,leas96,84,social,1.0,25.0,0.0,7.6246227128056265,22.703965374975255
268,leas96,65,nonsocial,1.0,47.93141294180587,0.010657372420575557,7.3719474470156685,22.19861484339534
269,leas96,19,nonsocial,0.28063030779323517,2.8825949848084256,1.0,6.750976169183038,20.95667228773008
270,leas96,39,nonsocial,0.006837814721624187,50.0,0.0,8.067895996724467,23.590511942812935
271,leas96,55,nonsocial,0.675715902104239,50.0,1.0,0.6936028698602381,8.841925689084478
272,lira02,30,nonsocial,1.0,50.0,0.0,7.624618986173287,22.703957921710575
273,lira02,56,nonsocial,0.011635693653126476,50.0,1.0,6.885119060349395,21.22495807006279
274,lira02,74,nonsocial,0.8600020611860585,50.0,0.0325500119305079,5.3902206841110285,18.23516131758606
275,lira02,78,nonsocial,1.0,25.10733644195924,1.0,0.6931507126009412,8.841021374565884
276,lira02,59,social,0.9278667513546224,50.0,1.0,4.0288399388787015,15.512399827121405
277,lira02,71,social,0.5989280276556626,50.0,0.8513206379858101,1.41114631279181,10.277012574947621
278,lira02,53,social,0.8419253688900169,50.0,0.0,6.970808512440767,21.396336974245536
279,lira02,19,social,0.37285675811283775,50.0,0.2841325940884932,2.9622891345138886,13.379298218391778
280,mabe00,10,nonsocial,0.07750917472713201,50.0,0.008825048539957104,6.274286513146344,20.00329297565669
281,mabe00,52,nonsocial,0.139289286413662,50.0,0.46042112346914954,4.133311680202915,15.721343309769832
282,mabe00,84,nonsocial,0.06885105492222784,50.0,0.4261417769647652,7.038657165188117,21.532034279740238
283,mabe00,22,nonsocial,0.07055849516932235,50.0,0.587419501454749,7.172628147768387,21.799976244900776
284,mabe00,43,social,1.0,31.068868211542526,0.05766688125550325,5.643403135159589,18.74152621968318
