left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Congr/Incongr,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,38,A,right,0,2.067,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""A"",""A"",""B"",""B""]]",Yes,0,2,2,1,1,A,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,2.0414,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""A"",""A"",""B"",""B""]]",Yes,0,3,3,3,1,B,,,,,,,,,,,,,,,,,,,,
A,B,20,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.3616,nonsocial,0,0,0,0,1,,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.5178,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.2637,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.8299,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,4.1186,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.4693,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.742,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.7638,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.9225,nonsocial,0,0,0,0,1,,,,,,,,,,,
A,B,20,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,4.6527,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2321,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.7114,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.5812,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.7686,nonsocial,1,0,1,0,1,,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,4.5641,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,20,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.697,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,3.5832,nonsocial,0,0,0,0,1,,,,,,,,,,,
B,A,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.5085,nonsocial,1,0,1,0,1,,,,,,,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.2953,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,5.2378,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.2376,nonsocial,0,0,0,0,1,Incongruent,,,,,,,,,,
A,B,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.6806,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.8752,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.5268,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,85,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.3592,social,0,0,0,0,1,,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.1632,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.638,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.1968,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.9386,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4178,social,1,0,1,0,1,Incongruent,,,,,,,,,,
A,B,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5165,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.9853,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2339,social,0,0,0,0,1,,,,,,,,,,,
A,B,33,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,3.8026,social,1,0,1,0,1,,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.95,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.4839,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.3969,social,0,0,0,0,1,Incongruent,,,,,,,,,,
A,B,33,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5128,social,1,0,1,0,1,,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.0655,social,2,0,2,0,1,,,,,,,,,,,
A,B,55,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.0849,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5201,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,33,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.1098,social,1,0,1,0,1,,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.1992,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.337,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.3534,social,0,0,0,0,1,,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0102,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7976,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.1591,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.7579,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.3667,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.1343,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5447,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.6523,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.6825,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.1274,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.1148,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.4642,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.3014,nonsocial,1,0,1,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.4952,nonsocial,2,0,2,0,1,,,,,,,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7569,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.7446,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9729,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5672,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.3028,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.0573,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1004,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.4966,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.7235,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.6672,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8755,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2973,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0541,nonsocial,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4133,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4389,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.2689,social,2,0,2,0,1,Congruent,,,,,,,,,,
