left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,91,B,left,0,0.8188,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""B"",""A""],[""A"",""A"",""B"",""B""]]",Yes,0,2,2,2,1,B,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,1.3697,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""B"",""A""],[""A"",""A"",""B"",""B""]]",Yes,0,3,3,3,1,B,,,,,,,,,,,,,,,,,,,,
A,B,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.5,Incongruent,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,28,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.2261,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,74,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.0707,,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,48,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.6391,Incongruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.4786,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.836,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.8879,,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.135,Incongruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,28,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,4.7317,Incongruent,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,,0,,,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,48,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.6175,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,42,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.0868,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,42,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,3.4563,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.0233,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.9983,,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,48,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.7659,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,4.1258,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.0595,,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.2404,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,48,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.5376,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.1886,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,48,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3932,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2038,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.9857,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
B,A,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3569,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,53,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8817,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,23,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.8641,,social,2,0,2,0,1,,,,,,,,,,
B,A,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.0737,,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,53,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,4.9581,,social,0,0,0,0,1,,,,,,,,,,
B,A,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.3365,Incongruent,social,1,0,1,0,1,,,,,,,,,,
B,A,23,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3932,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.358,,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,71,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.3711,,social,0,0,0,0,1,,,,,,,,,,
A,B,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.6886,,social,1,0,1,0,1,,,,,,,,,,
A,B,23,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.1367,,social,2,0,2,0,1,,,,,,,,,,
A,B,53,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.6281,,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5598,Congruent,social,0,0,0,0,1,,,,,,,,,,
A,B,23,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.7001,,social,1,0,1,0,1,,,,,,,,,,
A,B,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.8394,,social,2,0,2,0,1,,,,,,,,,,
A,B,53,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.6662,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.3926,Incongruent,social,0,0,0,0,1,,,,,,,,,,
A,B,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.6818,,social,1,0,1,0,1,,,,,,,,,,
A,B,53,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.4784,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,23,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.5113,,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,53,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.6032,,social,0,0,0,0,1,,,,,,,,,,
A,B,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.617,,social,1,0,1,0,1,,,,,,,,,,
A,B,23,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.0734,,social,2,0,2,0,1,,,,,,,,,,
A,B,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4279,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
B,A,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.1617,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.0078,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,28,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6498,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,42,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.8492,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9701,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.6182,,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.7358,,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.9122,Incongruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.131,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8516,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8164,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.1281,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9721,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.7965,Incongruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,28,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.2841,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.1526,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.041,,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,42,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.0989,,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,28,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.4677,,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.7444,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,48,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.2788,,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.0145,Incongruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0278,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,28,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6609,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
B,A,71,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.6588,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,23,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9948,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,21,B,,,,,,,,,,,,,,kasi98,001,2022-03-02_12h23.55.217,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.0715,,social,2,0,2,0,1,,,,,,,,,,
