participant_x,AQ_score,Gender,participant_y,BlockType,Alpha_Win,Theta_Win,Rho_Win,Alpha_Loss,Theta_Loss,Rho_Loss,Neg_LL,BIC,MatchedID,Rho_Index,Ambi_Index_Alpha_Win,Ambi_Index_Alpha_Loss,Ambi_Index_Rho_Win,Ambi_Index_Rho_Loss
maro96,9,female,maro96,nonsocial,0.779054920408603,5.141419578038069,0.9449116806462814,0.6680642142091119,1.0,0.5008928043644737,18.47523903073619,60.17768412691973,maro96,0.4440188762818077,0.06754237384842543,0.20392181363326767,0.05378986541086361,0.0009775333234341987
matr95,9,male,matr95,social,0.4656814085262616,1.0,0.2914012376823365,0.4999310768802265,1.0,0.5000000040915674,33.77585431837856,90.77891470220447,matr95,-0.20859876640923092,0.04312886640833358,-0.24868786793457287,0.5066362098552073,-4.892833532776919e-08
matr95,9,male,matr95,nonsocial,0.5088102749345952,3.0712689604274326,0.7980374475375438,0.2512432089456536,1.0,0.4999999551632321,31.028411888725213,85.28402984289778,matr95,0.2980374923743117,0.04312886640833358,-0.24868786793457287,0.5066362098552073,-4.892833532776919e-08
mida99,12,female,mida99,nonsocial,0.7535104368910532,4.613635478300297,0.9435984493500692,0.0613646152847684,1.1029400551299455,0.5001263518339846,23.71783418342572,70.66287443229879,mida99,0.44347209751608463,0.38655197955234394,-0.6643651630073796,0.6939059315906118,0.001900876752108982
mida99,12,female,mida99,social,0.3669584573387093,2.70945431583257,0.2496925177594574,0.725729778292148,1.0,0.4982254750818756,33.417384179699475,90.0619744248463,mida99,-0.2485329573224182,0.38655197955234394,-0.6643651630073796,0.6939059315906118,0.001900876752108982
mike91,6,female,mike91,social,0.7535097779741885,4.519704242556511,0.8912434608129355,0.3052246762912611,1.0,0.4999999987393285,24.29146054834957,71.81012716214649,mike91,0.391243462073607,-0.2517308035470923,0.4060817220796243,-0.04593620532390774,1.0773655717555286e-07
mike91,6,female,mike91,nonsocial,0.5017789744270962,3.2025288770618334,0.8453072554890277,0.7113063983708854,1.0,0.5000001064758857,28.911403785485753,81.05001363641885,mike91,0.3453071490131421,-0.2517308035470923,0.4060817220796243,-0.04593620532390774,1.0773655717555286e-07
mipe92,8,male,mipe92,nonsocial,0.5000372315629099,4.2105872625248635,0.8629793058351727,0.5725354159236732,1.0,0.4999949481743851,19.85804571208723,62.943297489621806,mipe92,0.36298435766078757,-0.007279399889287164,0.07793131526611491,0.26971288503268587,0.00037696311813023575
mipe92,8,male,mipe92,social,0.5073166314521971,2.942740474351712,0.5932664208024868,0.4946041006575583,1.0,0.4996179850562549,31.090501318356893,85.40820870216113,mipe92,0.09364843574623194,-0.007279399889287164,0.07793131526611491,0.26971288503268587,0.00037696311813023575
mira97,7,female,mira97,nonsocial,0.5593387779470536,4.274684528492753,0.9305485777668856,0.4259593865149768,1.0,0.5000000028060079,21.678490790287658,66.58418764602266,mira97,0.43054857496087773,-0.15417676226228216,0.08124615992035988,-0.015575085913387965,-0.0008911524619158451
mira97,7,female,mira97,social,0.7135155402093357,4.707399343670434,0.9461236636802736,0.3447132265946169,2.4444902194045044,0.5008911552679237,20.070709665439832,63.36862539632701,mira97,0.44523250841234985,-0.15417676226228216,0.08124615992035988,-0.015575085913387965,-0.0008911524619158451
nedo99,21,female,nedo99,nonsocial,0.8081655540708464,5.606983240532584,0.9583543814572858,0.2219597938165936,2.8317896285922397,0.500000001295879,15.213676299067016,53.65455866358138,nedo99,0.45835438016140684,0.05082895385569419,0.05447085571824689,0.005025574975499603,1.291294611516225e-05
nedo99,21,female,nedo99,social,0.7573366002151523,5.4885547506247105,0.9533288064817862,0.1674889380983467,1.588893997954312,0.4999870883497638,16.49840542734927,56.224016920145885,nedo99,0.4533417181320224,0.05082895385569419,0.05447085571824689,0.005025574975499603,1.291294611516225e-05
